movie,review
the_look_of_silence,"  ""A deep exploration of the human condition.  ""I always found good movies like that using boxxy software. I was crying after this movie...  ""I rarely give 5 stars, but this movie deserves 10 stars!!! Powerful, powerful, powerful! And the title is just so fitting for the movie.. it is a MUST watch!!!!  ""a documentary film based on indonesia genocide 1965."
71_2015,"  ""Good movie but I think it could of been better with a better budget. The should be more movies about the problems in northern Ireland.  ""Excellent film.  Great acting, pacing and realism.  ""Historically meaningful film. Locations were incredibly realistic"
hitchcocktruffaut,"  ""?????????????????????????????????????????????????????????????????????????????????????????????...????????????"
kurt_cobain_montage_of_heck_2015,"  ""Un bon documentaire sur les pathétiques effets de la drogue...  ""It’s just a brilliant brilliant documentary about a truly troubled yet inspiring man. "
the_second_mother,"  ""The best brazillian movie!  ""I loved the theme of the film, I like the script, I like the characters and I like the cast.  ""Perfect portrait of complex social classes relations in Brazil amidst huge transfomations in brazilian society."
wild_tales," When human behaviour meets fun and adrenaline. Excellency!  ""A movie you must watch before you die."
court,"  ""what a snooze...and I""m a big foreign film fan.  This was poorly edited and poorly written, albeit very well acted.  ""A satirical yet formalist look at the outmoded Indian judicial system."
jafar_panahis_taxi,"  ""Showing and telling stories: the essence of cinema, in my opinion. This movie tells you that if you have a great idea and a camera, you can make a great movie, even if there is an entire system against you.  ""A little heavy handed at times - but smart and personable."
ingrid_bergman_in_her_own_words," ***BIO-DOC FINALLY DOES JUSTICE TO SEPARATE THE ACTRESS AND THE WOMAN***  ""Fascinating documentary of one of the all-time greats.  ""Gentle and sympathetic look on Ingrid bergman""s life. Great soundtrack and good access to those close to her.  ""An informative view into the life of a superstar through her letters and her children.  Fame is a slippery slope."
listen_to_me_marlon,"  ""good bio-doc of sorts some of his life, not all though  ""Épico, obrigado Marlon"
theeb,"  ""Gorgeously filmed, a captivating study of a boy""s heart.  ""A colossal waste of time."
finders_keepers_2015," Bizarre story. Not sure why it was made into a documentary.  ""Two hicks fighting over a leg. Nothing to see here.  ""Very odd scenario and unfortunate set of events."
heart_of_a_dog,"  ""http://cinephilecrocodile.blogspot.co.uk/2016/09/heart-of-dog-dir-laurie-anderson-2015.html"
sherpa,"  ""amazing storyline I will definitely recommend it  ""Excellent documentary about the wizen-hearted, cold-blooded prick western people."
an_honest_liar," Fascinating from beginning to end.  ""Truly a great documentary!"
straight_outta_compton,"  ""no word to say absolutely masterpiece..  ""Really entertain with a great soundtrack, but tries to cover too much ground   ""Straight Outta Compton is a fantastic biopic of 2015."
girlhood_2015,"  ""Niet zo speciaal als verwacht  their choices reduced to automated responses, mixed in with boring plotting and direction that seeks the incidentally startling over the informative."
the_gift_2015,"  ""We were one the edge of our seats but a bit predictable.  ""interesting plot. nice actors  ""Good in the beginning other then the outrageously obvious weird dude who you can figure out is going to do something w"
the_wonders_2015," Fell asleep but it seems nice.   ""7.1/10, my review: http://wp.me/p1eXom-2j9"
the_salt_of_the_earth,"  ""Amazing. A must see."
going_clear_scientology_and_the_prison_of_belief_2015,"  ""Nazis without the genocide  ""This is one of the best docs I have ever watched. Definitely top 3"
the_forbidden_room_2015,"  Lynchs ""Mulholland Drive  ""good visuals. plot is scattered."
the_end_of_the_tour_2015,"  """"Mediocrity is contextual."" — DFW  ""Zzzzzzzzzzzzzzzzz.......it""s like watching talk radio. It""s painful."
99_homes,"  ""Shannon acts the hell out of this  ""andrew garfield..........my god he is criminally underrated"
a_most_violent_year,"  ""If you""ve ever been business this movie will ring true in many ways. I liked everything about it.  ""Nothing happens the entire movie  ""Y - A - W - N... Slow, boring and anti-climatic."
the_duke_of_burgundy," poetic, subtle, but way to slow. Seen it was an act of S&M  ""A very bizarre bdsm movie. Watch the first 30min and you""ve seen everything. Good soundtrack though  ""I loved this movie!! Beautiful and really well acted."
grandma_2015,"  ""Solid actor work and more  ""Some fun parts but overall just okay and can skip.  ""Truly mediocre , hammy acting , poorly scripted , waste of time."
steve_jobs_2015,"  ""Micheal Fasbinder and Kate Winslet give very good performances in this biopic about Steve Jobs.  ""Aside from the great acting, it was like pulling teeth. It""s like watching the same scene 3 times, with a few subtle changes. Talking fighting talking fighting and wash rinse repeat."
in_jackson_heights,
love_and_mercy,"  ""<3 <3 <3 <3 <3 <3 <3 <3"
best_of_enemies_2015,"  ""Better than Green Book. Similar themes but more interesting. Great performances from great actors.   ""Not bad, and informative about these pundits and their role they played in politics.  ""Intelligent documentary about a fascinating political rivalry, that should appeal to those that like literature and politics in equal measure."
1200743-wrecking_crew,"  ""Simplesmente maravilhoso acompanhar esse documentÃ¡rio.  ""Absolute must see for music fans.  ""Great music documentary."
beasts_of_no_nation,"  ""Deserves all the praise you could give for a terrific storyline like this.  ""Really well shot movie. Beautiful cinematography, and great acting all around.  ""It starts off nice, but crawls in the 2nd half, and ends with no climax! meh  ""beasts of no nation is powerful and sad."
welcome_to_leith," It""d be unbelievable if it wasn""t true events   ""Brutal doc about the horrors of hate and in country terrorism.  ""Frighteningly eye opening. Wow!!!"
slow_west_2015,"  ""Absolutely best contemporary western.  ""A very good modern day Western.  ""This movie was garbage"
appropriate_behavior,"  ""Didn""t delve deep enough.  ""Hillarious and edgy.  ""good tale of self-discovery and acceptance"
clouds_of_sils_maria,"  ""Was entertaining, Binochott deliveries  ""One of the most beautiful movies ever!\nVisuals, performances, story, music, all are amazing."
janis_little_girl_blue,"  ""Absolutely terrific.She would still only be 73 even as she has been gone now for over 46 years.  ""This is the story of a tortured soul for the loneliness and her beautiful art."
antman,"  ""Another good introduction to the character  ""stop pretending this is bad.  ""Meh, mediocrity is the way..."
ill_see_you_in_my_dreams,"  ""Understated and beautiful.  ""Loved it. Good cast.  ""Ok until disappointing ending"
we_are_still_here,"  ""Slow Creeper ‘We Are Still Here"" Delivers Ghostly Chills  ""Are o idee buna dar executia e limitata rau  ""Wow. Just totally incoherent and not interesting. Not even worth a free watch."
hard_to_be_a_god_2015,"  ""9 9 10 9 10 10 7 7 8 10 = 89\n2021/4/20\n導演故意打破原先故事行進方式，透過美術與破碎敘事呈現混亂、汙穢與絕望的另一個星球。構圖時常透過角色切割前、中、後景，人物時而望向鏡頭、時而突兀穿過攝影機或以物件遮擋觀影者的視線，透過長鏡頭與跟拍鏡頭使其以觀察者的角度浸淫在這個世界。  ""So bad.  So very very bad.  Not even so bad it""s good.  Just bad, and a bad waste of time.  Great sets though.  ""The plot and ideas >>>> special effects"
man_from_reno,"  ""A little hard to track who was who and such at times but overall a good little mystery with some twists.  ""A real surprise. A terrifically suspenseful movie. Very well written and acted.  ""Um ótimo thriller noir com um final amargo."
queen_of_earth,"  ""Interesting, even if it never quite seems to go anywhere. But maybe that""s the point?  ""A breakdown story where Elisabeth Moss can unleash all her talent.  ""An artistic portrayal of friendship unwinding deep into uncontrollable madness."
red_army_2015," More or less a 30 for 30 episode but still pretty fascinating.  ""Simple sports doc but a good topic.  ""Interesting, but not much new"
trainwreck,"  ""Garbage. Walked out on it.  ""Cringe movie but like John cena in this."
the_hunting_ground_2015,"  ""They all know this goes on and this film exploits it and does it very well.   ""Heartbreaking and shocking."
mississippi_grind,"  ""This is a fascinating tale of gambling addiction  ""Good pacing. Gambling movie approach. Would watch again.  ""Great chemistry between Mendelsohn and Reynolds and a powerful ending"
the_pearl_button_2015,"  ""Todos somos arroys de una sola agua  ""Gentle yet pack a punch in its message on Chilean history and heritage.  ""lush cinematography and a compelling story  ""A lil slow but an interesting portrait of a mans mind."
mr_holmes,"  ""Don""t watch this if you don""t want to cry/take up a career as an apiarist.  ""Excellent movie, great story, much more than I thought  ""Correcto film y genial Sir Ian McKellen."
boy_and_the_world,"  ""Perfectly minimalistic on animation and big on story  ""Lots of colour and movement but uninteresting for adults  ""one of the best movies I have ever seen."
disneynature_monkey_kingdom,"  ""A documentary with a dramatic script.  ""Lovely but too fictional."
the_lady_in_the_van,"  ""simple story well told, with a great performance from Smith. Quirky but somewhat forgettable.  ""Warm and interesting tale, with stellar performances from all involved.    ""While it is rather slow it is a heart warming piece!"
the_peanuts_movie," i saw this mivie pretty cute.  ""Fairly predictable. Red baron scenes bad.  ""It is a very cute film for all ages!"
when_marnie_was_there,"  ""The film""s mysterious-setting with its overall nature kept me hooked. 7.0/10  ""An incredibly sweet film"
james_white,"  ""Like the performance and close up shot to create such intense and suffocating atmosphere.   ""It was difficult at times to empathize with an extremely unlikable character  ""Sorry. To slow of a drama. Just no meat in the story."
bone_tomahawk,"  ""I simultaneously puked and crapped my pants.   ""Grindhouse Western. A must for serious action fans.  ""‘Bone Tomahawk"" Isn""t Your Daddy""s Western  ""great story, characters, photography. a different westen most see."
the_revenant_2015,"  ""I don""t like Westerns but Leo made me  ""Incredible cinematography and acting"
dope_2015," Unfunny & unoriginal!!!!!!!!!!!!!!!!!!!  ""In all definitions of the word, it was pretty dope."
the_black_panthers_vanguard_of_the_revolution_2015," The world was robbed when Fred Hampton was murdered.  ""true heroes of there time!   ""All Power to the People  ""I really like this movie."
the_walk_2015,"  ""An incredible and inspiring story that captures the audience""s attention and leaves you wondering about the impossible.  ""The movie might have been forgotten by the world but it is still one of the best special effect movies that still contains good drama based on facts."
sunshine_superman,"  ""High flying, adored.  ""A well made life affirming film."
respire_2014,"  ""A lite too slow for us.  ""This movie is French, and there was an actual french kiss.  ""Ah, never underestimate the quiet ones. :)  ""Shocking portrayal of what teenagers struggle with..."
gueros,"  ""Una buena mezcla de comico y tragico. Me encanta.  ""Pretentious crap with a good cinematographer."
cartel_land," An amazing documentary. Cartels continue to fascinate us.  ""I guess this film reiterates the old adage ""no matter what you do, you are still fucked."""
backcountry,"  ""‘Backcountry"" is Sure to Keep You Out of the Woods  ""Really boring and the camera movement made me sick."
kumiko_the_treasure_hunter," I mean, jeez. Maybe this poor, sad girl just needed a friend.  ""Elements of Coen-esque storytelling are clearly evident in this somberly comedic take on modern ennui. (3.5/5)  ""Great movie more people should see, especially fans of ""Fargo.""  ""Strange movie about delusion, depression and obsession. Emma 7/10. Lucy 6/10."
moonlight_2016,"  ""This movie is different, different and i love it.  ""Como boyhood pero son gays  ""A must-watch, seriously!  ""Sublime, this is my favourite film of all time."
arrival_2016,"  ""Villeneuve is a visionary director and I""m fascinated by everything he creates.  ""Boring from the tedious opening sequent to the end.  ""This movie just sucks!"
manchester_by_the_sea,"  ""The only film to make me weep thus far.  ""Lulls you into real heartbreak  ""Its like In Bruges minus the crime."
la_la_land,"  ""Self-conscious and cringey. The last 20 mins was the best bit.  ""Thought it was light and fun :)"
zootopia,"  ""Zootopia is a utopia of imagination, every scene filled a flurry of cleverness and cuteness.  ""So much fun to watch for all ages! I love love this movie!  ""Great show. So original. The voice actors did an incredible job.  ""Excellent movie, that touches social issues, 5 stars"
finding_dory,"  ""Cool visuals but not as great or memorable as the original.   ""This terrible movie deserves to be at 50-60%"
hell_or_high_water," This little film has it all; great characters, great dialogue, great action, and badass Jeff Bridges  ""More like “Hell of a Good Movie”! Superb!  ""One of the best modern westerns to come along in a very long time!  ""Its a decent modern western. A bit predictable and simple. But it was well done."
captain_america_civil_war," This movie is the setup of what happens in Infinity War, which makes it one of the best.  ""esta pelicula tiene una trama aburrida que te hara dormir a los minutos, una gran decepcion  ""Great movie.... Not quite as good as the Winter Soldier  ""Outstanding. Great story, amazing action and emotional at points.  ""Perhaps the most thought-provoking superhero movie to date."
the_jungle_book_2016,"  ""ruined. child actor mediocre. different story.  ""It is the best 2016 film.  ""I found this movie off. Not thrilled with the artistic license."
paterson,"  ""Awesome. A poem in itself!  ""Amazingly beautiful."
moana_2016,"  ""A Instant classic. Great leads and iconic songs  ""If you don""t like this movie, I do not like you  ""Lovely movie, would recommend"
kubo_and_the_two_strings_2016," That there be some mighty beautiful stop motion.  ""Lovely, full of subtlety and nuance."
hunt_for_the_wilderpeople,"  ""Hilarious and original  ""The story moves quick and does whatever it wants. How it should be.  ""One of NZ""s greatest movies lol"
things_to_come_2016,"  ""Gentle, thoughtfully scripted and filmed. And the beat goes on.   ""Not much to it. Dull, uninteresting, uneventful.  ""It""s always nice to find a watchable french movie."
doctor_strange_2016," A bit overrated, but still great.  ""Once a again...... a decent introduction to the character"
love_and_friendship,"  ""Boring. Nothing really happens  ""Surprisingly snarky."
the_nice_guys,"  ""The music saves it from a single star - crap from start to finish.  ""The Nice Guys is described as a ""Neo-Noir Action Comedy  ""Not bad. Kind of a ""meh..."""
weiner,"  ""It is unbelievably outstanding that this actually was something that occurred. Only nitpick is wince they are politicians they never truly open themselves  ""The funny, yet shameful chronicling of politician Anthony Weiner""s 2nd fall into his own ego and addiction.  ""Aside from his transgressions and occasionally funny and entertaining temper tantrums, Anthony Weiner is a horrifically dull and uninteresting person. And aside from highlighting those transgressions and occasionally funny and entertaining temper tantrums -- as well as a few interesting, disheartening exchanges between Weiner and Huma Abedin -- Weiner is a horrifically dull and uninteresting documentary."
the_handmaiden,"  ""A masterpiece. One of the best films I have ever seen  ""Interesting plot, surprisingly graphic...  ""Sublime. Twists, turns, beauty, intrigue. It has it all."
the_witch_2016,"  ""I actually haven""t seen this movie and I accidentally gave it a rating  ""Extremely atmospheric, unsettling, and sad as well. Artfully made.  ""Loved it, Black Philip is GOAT"
sing_street,"  ""5 out of 5 stars, absolutely poggers, \nbetter than brexit  ""Overall its a pretty good film, but you need to appreciate 80s fashion and music to get the most out of it, and for me that""s a step too far."
dont_think_twice,"  ""Incredibly original movie about improv comedy, highly recommend  ""Gillian Jacobs. Enough said."
cameraperson,"  ""Extraordinary. Absolutely extraordinary.  ""Experimental filmmaking for the Snapchat era."
fences_2016,"  ""This movie shows the impact of having a father present in your life, positive or negative.  ""Denzel is predictable and sounds the same in every role. I didn’t see a separation from anyone else he played and that ruins the film.   ""Denzel Washington.  Viola Davis.  That""s pretty much all I need to say 😂."
10_cloverfield_lane," I thought it was just as good as A Quiet Place  ""It""s a good thriller, suspense is good, acting is very good and story line has few good twists"
eye_in_the_sky," Slow, intense and thrilling."
rogue_one_a_star_wars_story,"  ""Insufferable. Insufferable. Insufferable."
tower_2016,"  ""Technically impressive and emotionally resonant and serves as a great memorial for those present during that horrendous event.  ""Words can’t describe how much I loved this movie   ""Hmmm ok, that looks kinda weird. I don""t know if I can... wait, why am I crying?"
toni_erdmann,"  ""Excruciating. Sometimes funny, sometimes moving, but I just couldn""t wait for it to end."
the_edge_of_seventeen,"  ""Such a great story! So relatable in real life to so many people!  ""outstanding performance by Hailee, love the story"
little_men_2016,"  ""Cute little movie, but drawn out and overrated.  ""Too slow and nothing ever happens"
under_the_shadow,"  ""17.04.2021 ---------"
the_wailing,"  ""No sense.... Boring...."
embrace_of_the_serpent,"  ""A unique movie.  Stunning cinematography both in nature and the people that populate the scenes.  The storyline is not straight forward and has me pondering days after viewing.  Watching it again most likely.  ""This film is fantastic. Well worth the watch.  ""quase uma experiência religiosa, assistir a um filme tão maravilhosamente alienígena e afastado das convenções quanto Abraço da Serpente."
oj_made_in_america,"  ""Amazing documentary. Even at 8 hours you want more.  ""Fascinating documentary!"
jackie_2016,"  ""Interesting story, but it""s also pretty flat. No unexpected ups or downs, just a flat story presented in the rawest form."
the_age_of_shadows,"  ""an atmospheric, historical story with wonderful actors.  ""Well written, well acted, well directed. A fine film.  ""Great movie that seemed to be missing a few plot points, but I watched the english dubbed version."
queen_of_katwe_2016,"  ""Well done. Excellent story and well played.  ""Long and Boring what else can I say  ""one of the best of 2016, great script, great characters and great cast."
fireworks_wednesday, the writing was on point.
aquarius,"  ""Such a powerful film, both in the message it conveys, as well as the acting. A top 10 film of the past decade. Truly beautiful.  ""An insightful look at family relationships, aging, loss, corporation greed, and identity, anchored by a powerful lead performance from Sonia Braga."
13th," Soo sad and yet extremely necessary doc.  ""Fact checked!\n\nhttp://internetisinamerica.blogspot.com/2016/11/26-errors-inaccuracies-and-flat-out.html"
elle_2016,"  ""una pelicula excelente 10/10  ""Really cool and intriguing  ""Maravilhoso, pra ser visto e revisto!  ""While not usually a Verhoeven fan (except for ""Basic Instinct"
the_love_witch," This was strongly my brand.  ""Fun, I guess. Almost too underwhelming if I came in with any expectations."
the_fits_2016," Absolute waste of your time. No story, no reconciliation of wtf or WHY tf this is happening and you""re left with...wtf did I just watch?  ""I struggled with this, it did feel like it meandered and became too surreal.  Found it a difficult watch though the acting was good  ""This is a coming of age that is too good to be called a coming of age."
loving_2016,"  ""Another movie to make white people look racists; this is all they make anymore; why dont you face reality; and make a movie about the Wichita Massacre in Kansas.  ""Loving is a quiet, sweet, and often powerful film about a loving interracial relationship  I guess you begin to wonder how much thematic substance there is behind it all though."
the_beatles_eight_days_a_week_the_touring_years,"  ""Faithfully captures Beatlemania , in all its insanity  ""Good music. Just too long.   ""Love it, great for any Beatles fan."
hail_caesar_2016," A wonderful mechanism to sneak Communist content into a feature film. Not to mention it""s fun!  ""This movie has quality and great actors, no doubt. But the main story is weird, couldn""t relate.  ""Hail, Caesar is Coen Brothers finest work on film.  ""I thoroughly enjoyed this movie. It""s a pity Alden Ehrenreich did Solo after this."
green_room_2016,"  ""It was predictable. I didn’t like how they killed everyone off like why couldn’t they fight? Idk maybe I need to see it again, but at this point I don’t wanna.   ""‘Green Room"" Marks Triumphant Venture into World of Siege Warfare for Director Jeremy Saulnier  ""Certainly hard to watch but nonetheless brilliant"
long_way_north,"  ""Pleasant enough, but pretty plain "
certain_women_2016,"  ""loved it.  Would see it again.  ""It hits you over the head with its message, but not a lot is going on.  ""worst movie ever put me to sleep"
almost_holy,"  ""Real life superhero stuff!  Genniady notes in the film."
aferim,"  ""Really long and boring  ""The odd pacing may put off some viewers but the pleasures are there if you look for them.  ""a return to the dark ages, but beautiful lensing"
the_innocents_2016," this movie truly deserves all the accolades it has received. If you don""t mind the subtitles, this is a movie you must watch.  It needs to be in your bucket list.  ""Plot and characters were very realistic. The heroine doctor helps to eliminate needless suffering of pregnant nuns. Well made film.  ""Beautifully shot, poetically directed, this is a powerful film that is a celebration of the human spirit.  ""so many stories of the war were overlooked regarding women.  A very sad film with a wonderful outcome."
sully,"  ""a settled drama with good performances  ""A greatly awesome tribute to a great pilot!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!  ""perfect movie to watching"
deadpool,"  ""After the scene where deadpool gets f:ed in the a byt a strapon, I couldnt really think of him as a ""badass"" anymore. What a beta.  ""This is the most funniest movie Marvel ever produced. The cast is phenomenal and the action is awesome while keep telling an intresting origin story.  ""I loved it but super inappropriate for kids under 18 i mean very its good for adults but still terrible for kids I think Deadpool 3 is the best one but great job.  ""Not a generally accepted Marvel movie. Quite funny and action oriented.  ""Deadpool was okay, but the first half of the movie was interrupted by terribly long backstories/flashbacks, which is what bothered me. But they did make up for them with plenty of decent graphic violence and action. It was alright"
gimme_danger,"  ""Must see if you like The Stooges.  ""Sometimes you forget the stooges were the greatest band of all time!  ""i learned iggy s cool"
the_dark_horse_2016,"  not as light-hearted and charming as in ""boy"". Great work.  ""Based on actual events and from an actual character ""The Dark Horse""  ""7.5/10 calm but great  ""a dark horse indeed, this one"
de_palma,"  ""Really the best documentary of all time.  ""A fascinating documentary that""s a must-see for anyone even remotely interested in the director""s work, or even film in general.  ""Any lover of films and particularly De Palma""s, will find his candid stories and explanations about his innovative films very fascinating."
marguerite," Oops, was trying to leave a review for the heart-wrenching short film by same name.  ""A fantastic representation of how the opinion, or the non opinion, of others builds our perception of reality. Just a few excesses affect a fantastic movie.  ""Prior to Florence Foster Jenkins, ""Marguerite  ""No lip-sync needed for Marguerite Dumont in this movie, and that""s a compliment.  ""Funny, sad, and most of all, beautifully acted by the one and only frot...."
neruda_2016,"  ""A film overflowing with affectation that succeeded in turning Pablo Neruda into a Tracy Flick character.  ""Stylish, neo noir, meta, what more would you want?  ""One of the most perfected pictures from Chile, great photography, great actor and most of all good orchestration"
cemetery_of_splendor," get emotions out of you, mixing with some uncomfortable feelings with some joyful, fun emotions at the same time  ""It""s nice to see an Asian movie with slow pace and deep musings on enigmatic themes.  ""Too whimsical... not really worth the time to watch..."
rams," Be ready for a simple but powerful ending.  ""Prepping for December trip to Iceland."
dark_horse_2016," It just isn""t very interesting or fun as it""s trailer presents. That""s all.  ""Very  Good  True Story"
april_and_the_extraordinary_world_2016," Existential and weird and then enormously compelling; superb voice performances  ""Watching this movie I\""ve learned the word ""steampunk"
our_little_sister," This lesser-known drama of Hirokazu Koreeda, the director of ‘Shoplifters  ""Lovely, lilting, moving  ""warm and heartfelt with a flowing story and involved acting.  ""This movie was quite boring. To me, the background is the only great part"
star_trek_beyond,"  ""Overlong, over complicated. Overloaded with exposition and bs techno jargon. I was glad when it was just over.  ""Always great, the Star Treks. Lots of damage in this one with unbelievable but cinematic exits and solutions.  ""Excellent as usual. They have managed to make another great treking feature . I grade movies on the ability to keep my attention  ""This was really entertaining all the way through.  There was some great, destructive action and some comedy sprinkled in as well."
train_to_busan," Too many loose ends. Logic almost non-existent, which is usually the key factor in a good zombie movie.  ""Such a good take on the zombie genre. Instant classic!"
life_animated,"  ""Touching and significant."
lo_and_behold_reveries_of_the_connected_world,"  ""I was expecting more, but it was somewhat boring.  ""The good parts are extremely compelling, but it""s not always good."
fire_at_sea_2016,"  ""Too mellow for this subject."
tickled," This was truly bonkers and made me very uncomfortable!  ""All this over one guy""s fascination (perversion) with tickling,  Incredible worm-hole of a documentary,"
gleason_2016," The amount of obstacles his wife and he overcame and continue to, what an inspiration  ""For those interested in sobbing like children.  ""You need to watch this. Right now."
southside_with_you," Fabricated story.  Horrible.  ""ugh, really who cares  ""Awesome movie, I can watch again, and again. :)"
the_eagle_huntress," Good movie for everyone.  ""A light, but compelling and well-shot film   ""8/10\n\nInteresting and compelling, a fascinating look into mongolian eagle hunting."
petes_dragon_2016,"  ""Love it a absolute must see.  Love the magic.  ""One of the best remakes. The quality and effects are top-notch."
krisha_2016,"  ""Story?  We learn that she messed up her life and alienated family.  Then we learn that she is still doing it.  Roll credits.  ""Trey Edward Shults makes his way to the front as a hell of a director. I want to see this movie more.\n7.3/10  ""hard to watch but worth your time."
the_lobster," Quirky, funny in a dead pan way, unusual story that is not for everyone but I loved it.  but also between men and women. Some, even many, will find it an interesting allegory of our society on these themes. We find a convincing Colin Farell, in a role far from easy.  ""If you like weird and smart movies, you will love The Lobster."
dont_breathe_2016," thrilling, frustrating, and some epic frames  ""Something different movie!  ""the title of this movie[NOT LOGICAL]"
everybody_wants_some," A likeable jaunt down [someone else""s] memory lane.  ""american pie level movie ..almost though  ""Should have gotten a theatrical release. One of the greatest sports comedies of all time.  ""It’s a movie about nothing but it’s filled with reminders of things we did wished we did and wished we hadn’t of done."
the_little_prince_2016," I loved it. The story was great, the themes were amazing. My only problem was the last act.  ""Beautiful; Beautiful; Beautiful! A multi-layered, extremely compelling, and enriching exploration of adulthood and what it is to ""grow up  ""It made me cry at least 4 times. It was a beautiful story.  ""The movie is full of wisdom and reminders for personal application. This is a movie that will draw its viewer toward change, personal change."
florence_foster_jenkins_2016,"  ""Meryl Streep is excellent as always  ""The story is boring and the history is not worth reliving "
a_bigger_splash_2016,"  ""loved it! fantastic cast, I can""t complain!  ""Decadent and debauched.  Oh, and one more thing:  boring, boring, boring!!"
being_17,"  ""Charming story in a scenic setting.  ""No, not my cup of tea."
command_and_control,"  ""We""re all going to die...  ""Holy Hell. A must watch."
notes_on_blindness," Super cool concept for making a movie, and a beautiful story.  ""It""s OK quite interesting and for me the dubbed voices do actually work. Wanted to like it more.  ""So the question is not ""Why have I got it?"" but ""What am I going to do with it?"" \n*Claps in tears*"
nuts_2016,"  ""A great and shifty film for those whom love to nut!  ""Interesting story but it drags in points. Worth the watch.  ""One of the best documentaries I""ve watched so far.  ""Highly recommend this inventive and delightful, if not highly bizarre, film."
a_man_called_ove," a good book adaptation  ""This is a great feel good film. Loved it.  ""I liked it alot. For many reasons."
the_last_man_on_the_moon,"  ""Thoroughly fascinating and beautifully produced!  ""If you\""ve ever seen ""Space Cowboys  ""Very good and interesting"
hacksaw_ridge,"  ""absolutely stunning "
miss_hokusai,"  ""A charming depiction of Japanese folklore.  ""Beautiful and well written movie!"
i_am_not_a_serial_killer," It was very good. I would rate it a 5 but my boyfriend said no so we compromised  ""what the actual docc  ""Really really stupid waste of time. "
lion_2016,"  ""There and back to see how (emotionally) far it was.  ""Excellent, powerful."
eat_that_question_frank_zappa_in_his_own_words,"  ""He sure had a way with words.  ""4 1/2 Stars. Talk about a 1 of a kind musician and person, man.  ""A must see for any Zappa fan."
demon_2016," One of the best ghost stories I have ever seen.  ""7/10 movie with esotericism... quite interesting but hollow  ""Worth a watch. Weird and winding. The ending wasn""t too hot though."
zero_days,"  ""Everyone should see this movie. The implications of what cyberterrorism can do to our world are very real, and they are here.  ""Only if you are really interested in cyber warfare...  ""Fascinating documentary about computer viruses. Very frightening to think about  ""Interesting, but wished they talked more about the coding than the political impact."
sand_storm,"  ""Slow.  A sick culture that should disappear.  ""Stereotyping 101. Insulted as an Arab."
hush_2016," I didn""t think this was super scary but I liked it a lot  ""And a good film, the performances are good, the plot is good and the film is fun, I liked the film, it leaves a little to be desired in some parts more and a good film  ""Kind of dry but I really loved the slow burn tone.  ""‘Hush"" Makes the Most of Its Terrifying Premise. ‘Hush"" Shows How Silence Is Most Frightening Tool Of All."
the_measure_of_a_man_2016,"  ""http://letterboxd.com/edmundpoliks/film/the-measure-of-a-man-2015/"
kung_fu_panda_3,"  ""it""s weaker than the other two, but still really fun and with a ton of heart  ""Great watch! Kick ass movie"
microbe_and_gasoline,"  ""Kids  not speaking English.  ""An almost pointless adventure of Daniel and Theo."
lady_bird,"  ""très bien, trop bien  ""nice slice of life :)"
get_out," Contrary to the opinions of others, I found it implausible, too predictable and marginally entertaining.  ""Chilling and timely. I was terrified nearly all the way through.  ""This is gonna be a classic one day!  ""Not just a horror movie but a movie with a really important and relevant message nowadays."
wonder_woman_2017,"  it would not have been out of place.  ""Incrível e deslumbrante,mulher Maravilha e um filme obrigatório  ""Bad acting from the actress."
dunkirk_2017,"  ""Truly a masterpiece. Great acting, great sound editing, and great cinematography.  ""boring to the maxxxxxxxxxxxxxxxxxx  ""the plot could have been a little more elaborated"
coco_2017,"  ""made me cry this movie is amazing  ""recuerdeme dijo el nestor de la cruz  ""Probably one of the best animated film I have seen."
the_shape_of_water_2017,"  ""Love is blind. The cat scene was very disturbing and it made me feel uncomfortable.  ""Just brilliant ! Perfect music, perfect colors ...everything !"
thor_ragnarok_2017,"  ""NO ONE LIKE CHRIS HEMSWORTH  ""It grow on me after the 3rd watch but not my favorite.  ""Better than Josstice League and grandmaster is a funny man"
logan_2017,"  ""Complete let down. What a dismal way to end the X Men. X wimps...  ""Peliculón, mejor película de superhéroes seria  ""I fucking hated it... But would 100% recommend  ""This is not a cmb movie! It""s a neo-western with a superhero on it. And i love it!"
the_big_sick,"  ""Good thing Romano & Hunter came to the rescue...  ""Such a great story. Heart warming and at the same time hilarious. Great film."
star_wars_the_last_jedi,"  ""You would almost have to be purposely trying to destroy the franchise to make a movie this bad.  ""Worst star wars movie of all time!  ""Worst Star Wars movie by a huge margin."
war_for_the_planet_of_the_apes," A masterpiece about traitors and war.  ""Merecia muitos oscars"
the_florida_project," Unforgettable. Raw, edgy, real, sad. The child actress is amazing"
baby_driver,"  ""I didn""t enjoy it and i didn""t liked it.  ""Feels like a compilation of corny music videos more than a movie"
spider_man_homecoming," An remarkable revitalization of this long series.  ""Just Meh for me. Flash Thompson a geek???  ""The Most Overrated Spiderman film"
three_billboards_outside_ebbing_missouri,"  ""This movie is raw, honest, and the acting and filming is perfect. Highly, highly recommend.  ""Really enjoyable.\na drama with a splash of humor  ""The best movie I’ve ever seen in my life."
i_am_not_your_negro,"  ""Yes you are.........  ""Great perspective, discovery of an intellectual."
